f0,f1,f2,f3,f4,f5,f6,f7,f8,vendas
37.9,8.0,42,4,8,1,25.0,8.0,0.68,53
21.3,11.3,39,3,19,1,15.0,7.0,0.533,7
26.6,6.0,81,4,16,1,5.0,1.5,0.7,28
26.9,13.4,96,1,6,1,7.0,3.0,0.571,8
26.5,13.2,98,3,14,1,5.0,2.0,0.6,11
34.6,18.1,76,5,7,1,8.0,2.0,0.75,16
20.5,0.0,82,5,15,1,12.0,6.0,0.5,38
29.6,0.0,62,2,15,1,20.0,7.0,0.65,33
20.4,4.8,69,1,6,1,5.0,1.5,0.7,17
27.9,8.7,47,0,12,1,12.0,6.0,0.5,3
33.2,5.6,92,1,7,1,25.0,8.0,0.68,82
16.3,0.0,82,2,15,1,8.0,2.0,0.75,43
30.1,0.0,94,3,10,1,20.0,7.0,0.65,20
30.3,11.6,41,4,14,0,4.0,1.2,0.7,30
17.8,16.1,60,6,18,1,8.0,3.5,0.563,39
18.3,0.0,62,1,14,1,50.0,25.0,0.5,45
26.3,0.0,84,5,9,1,15.0,7.0,0.533,13
20.7,0.0,77,6,10,1,12.0,6.0,0.5,2
29.8,0.0,60,0,7,1,7.0,3.0,0.571,31
23.8,12.8,60,2,9,1,7.0,3.0,0.571,37
15.2,19.2,60,2,8,1,12.0,6.0,0.5,8
34.8,0.0,82,3,16,1,7.0,3.0,0.571,77
21.3,0.0,82,6,21,1,8.0,2.0,0.75,27
24.7,0.0,94,6,11,1,20.0,7.0,0.65,40
24.7,14.6,33,5,16,1,4.0,1.2,0.7,32
29.8,0.0,47,5,20,1,8.0,2.0,0.75,58
19.6,6.1,96,0,9,1,25.0,8.0,0.68,18
32.6,0.0,70,5,19,1,12.0,5.0,0.583,8
35.1,2.7,55,5,16,1,12.0,6.0,0.5,22
23.5,7.9,32,6,13,1,4.0,1.2,0.7,12
29.1,0.0,51,0,20,1,10.0,3.5,0.65,9
29.2,12.0,45,0,17,1,25.0,8.0,0.68,22
27.1,0.0,56,3,21,0,25.0,8.0,0.68,12
21.6,9.9,66,3,12,1,8.0,3.5,0.563,32
19.4,0.0,63,3,10,1,12.0,5.0,0.583,10
25.4,5.0,90,5,20,1,8.0,3.5,0.563,4
37.4,8.0,62,5,18,1,5.0,2.0,0.6,60
27.8,0.0,75,2,13,1,4.0,1.2,0.7,43
37.2,0.0,94,5,7,1,15.0,7.0,0.533,12
22.0,7.9,52,1,23,1,15.0,7.0,0.533,4
26.6,0.0,97,3,10,1,7.0,3.0,0.571,7
21.0,0.0,65,0,10,1,50.0,25.0,0.5,27
36.3,5.7,85,4,14,1,12.0,5.0,0.583,19
31.9,9.8,49,4,20,1,5.0,2.0,0.6,16
19.2,0.0,85,2,11,1,25.0,8.0,0.68,14
15.9,7.1,44,4,21,1,4.0,1.2,0.7,10
17.8,0.0,51,1,15,1,12.0,5.0,0.583,4
33.9,11.3,30,4,12,1,12.0,5.0,0.583,28
19.2,18.4,72,6,21,1,10.0,3.5,0.65,22
30.7,13.6,49,2,9,1,25.0,8.0,0.68,33
25.6,0.0,64,5,21,1,25.0,8.0,0.68,16
15.1,0.0,46,5,20,1,15.0,7.0,0.533,30
33.4,0.0,100,2,7,1,8.0,3.5,0.563,26
17.1,5.1,56,6,18,1,15.0,7.0,0.533,4
32.9,5.7,92,5,10,0,5.0,2.0,0.6,10
31.9,18.4,42,4,10,1,8.0,2.0,0.75,21
19.6,8.9,84,3,14,1,20.0,7.0,0.65,13
33.7,12.3,95,5,19,1,4.0,1.2,0.7,15
30.6,13.0,97,1,21,1,20.0,7.0,0.65,9
25.8,1.6,46,3,15,0,4.0,1.2,0.7,11
34.4,10.5,35,4,7,1,5.0,1.5,0.7,14
26.7,0.0,62,0,20,1,10.0,3.5,0.65,17
28.5,15.4,53,0,20,1,20.0,7.0,0.65,0
16.9,0.0,88,2,16,1,50.0,25.0,0.5,44
25.3,0.0,53,2,16,0,8.0,2.0,0.75,27
16.8,0.0,32,2,9,1,8.0,3.5,0.563,11
17.7,3.4,92,3,18,1,25.0,8.0,0.68,62
33.7,12.3,41,5,18,1,7.0,3.0,0.571,42
15.3,0.0,54,6,6,1,5.0,2.0,0.6,56
26.1,0.0,98,5,13,1,25.0,8.0,0.68,9
21.9,0.0,44,1,21,1,8.0,3.5,0.563,18
32.0,0.0,87,3,21,1,5.0,2.0,0.6,13
19.6,0.0,31,6,18,1,15.0,7.0,0.533,16
34.5,0.0,100,3,21,1,4.0,1.2,0.7,31
26.2,0.0,37,4,21,1,7.0,3.0,0.571,12
24.7,0.0,83,4,8,1,10.0,3.5,0.65,20
26.4,0.0,32,2,20,1,12.0,6.0,0.5,43
31.7,9.4,73,1,22,1,5.0,2.0,0.6,19
30.1,0.0,76,2,18,1,15.0,7.0,0.533,34
33.4,16.9,41,1,15,1,8.0,2.0,0.75,46
18.0,4.0,93,3,9,1,5.0,1.5,0.7,36
19.8,0.0,75,0,17,1,7.0,3.0,0.571,49
19.0,0.0,44,0,8,1,5.0,1.5,0.7,21
17.8,0.0,75,3,14,1,15.0,7.0,0.533,42
32.7,0.0,95,2,10,1,8.0,2.0,0.75,24
17.4,0.0,44,3,20,1,15.0,7.0,0.533,55
29.0,17.2,43,6,23,1,4.0,1.2,0.7,7
17.7,0.0,86,2,11,1,5.0,2.0,0.6,15
26.5,17.4,47,5,17,1,8.0,2.0,0.75,17
25.1,0.0,90,6,6,1,4.0,1.2,0.7,20
26.6,1.7,61,5,19,1,20.0,7.0,0.65,12
24.7,4.6,88,3,19,0,5.0,2.0,0.6,47
23.3,0.0,96,3,10,1,10.0,3.5,0.65,29
22.8,0.0,80,6,11,1,4.0,1.2,0.7,44
30.2,0.0,96,1,7,1,8.0,2.0,0.75,42
24.2,13.6,70,6,15,1,7.0,3.0,0.571,44
34.0,0.0,87,4,10,1,20.0,7.0,0.65,43
35.4,0.0,81,6,20,1,5.0,1.5,0.7,35
35.3,0.0,46,0,23,1,8.0,2.0,0.75,13
21.5,1.9,50,2,22,1,10.0,3.5,0.65,23
35.5,0.0,68,4,14,1,25.0,8.0,0.68,8
37.7,2.2,94,6,17,1,12.0,5.0,0.583,1
16.1,0.0,30,0,20,1,20.0,7.0,0.65,3
37.6,16.1,59,4,23,1,12.0,6.0,0.5,22
21.5,15.7,96,4,10,1,20.0,7.0,0.65,27
17.4,0.0,76,4,12,1,12.0,5.0,0.583,58
18.4,0.0,37,6,19,1,12.0,6.0,0.5,25
26.0,0.0,81,0,17,1,50.0,25.0,0.5,45
26.9,7.9,86,4,21,1,15.0,7.0,0.533,25
31.8,8.3,88,1,22,1,12.0,5.0,0.583,6
26.8,0.0,34,0,12,1,5.0,2.0,0.6,17
36.7,0.0,77,0,19,1,12.0,5.0,0.583,22
15.9,3.1,92,2,17,1,15.0,7.0,0.533,0
18.3,0.0,69,3,7,1,25.0,8.0,0.68,50
19.2,0.0,74,3,6,1,7.0,3.0,0.571,14
24.6,0.0,78,2,20,1,4.0,1.2,0.7,42
34.2,0.0,88,6,10,1,12.0,6.0,0.5,18
30.3,3.0,82,2,8,1,8.0,2.0,0.75,29
35.7,0.0,86,4,7,1,50.0,25.0,0.5,38
29.9,17.3,45,0,15,1,12.0,5.0,0.583,22
17.0,19.1,96,4,7,1,5.0,1.5,0.7,30
26.6,0.4,65,4,11,1,8.0,3.5,0.563,66
20.6,0.0,98,6,20,1,8.0,2.0,0.75,16
24.2,0.9,33,2,19,1,15.0,7.0,0.533,16
23.8,1.8,53,4,11,1,10.0,3.5,0.65,25
18.5,0.0,71,5,11,1,7.0,3.0,0.571,9
31.4,0.0,82,3,9,1,5.0,2.0,0.6,22
23.6,16.6,60,0,12,1,20.0,7.0,0.65,15
32.3,7.7,100,2,7,1,12.0,6.0,0.5,9
26.1,0.0,32,5,13,1,50.0,25.0,0.5,61
37.2,13.5,46,6,23,1,7.0,3.0,0.571,14
24.4,1.7,48,4,12,1,7.0,3.0,0.571,55
37.7,15.6,30,3,23,1,20.0,7.0,0.65,0
21.7,19.4,62,0,21,1,12.0,6.0,0.5,23
38.0,16.8,50,4,22,1,5.0,1.5,0.7,15
28.0,6.0,65,5,9,1,12.0,5.0,0.583,5
29.0,0.0,87,2,16,0,50.0,25.0,0.5,43
30.2,0.0,72,2,12,1,7.0,3.0,0.571,31
18.1,0.0,31,4,21,1,25.0,8.0,0.68,10
24.5,0.0,98,5,21,1,5.0,1.5,0.7,35
30.0,0.0,75,0,20,1,4.0,1.2,0.7,18
23.2,3.5,77,6,6,0,50.0,25.0,0.5,5
15.2,14.9,68,2,17,0,8.0,3.5,0.563,18
20.1,0.0,56,2,7,1,8.0,2.0,0.75,9
37.6,0.0,94,3,9,1,25.0,8.0,0.68,14
27.7,0.0,46,5,11,1,12.0,6.0,0.5,13
17.9,0.0,65,6,13,1,12.0,5.0,0.583,47
15.5,0.0,88,5,23,1,8.0,3.5,0.563,8
29.7,18.9,82,6,16,1,25.0,8.0,0.68,42
30.6,0.0,35,3,17,1,7.0,3.0,0.571,35
16.1,0.0,80,4,20,1,12.0,5.0,0.583,23
16.9,11.4,84,5,13,1,8.0,3.5,0.563,45
19.5,0.0,42,2,8,1,4.0,1.2,0.7,30
24.9,0.5,61,5,16,0,25.0,8.0,0.68,60
20.5,6.8,60,6,16,1,4.0,1.2,0.7,47
29.3,15.3,37,3,9,1,4.0,1.2,0.7,6
22.2,17.0,86,6,10,1,25.0,8.0,0.68,10
29.0,8.6,67,5,7,1,25.0,8.0,0.68,49
17.2,15.0,89,6,6,1,50.0,25.0,0.5,26
35.2,12.4,72,5,6,1,8.0,2.0,0.75,23
17.5,0.0,54,4,8,1,15.0,7.0,0.533,40
29.7,0.0,86,2,19,1,15.0,7.0,0.533,30
18.2,0.0,85,0,10,1,5.0,2.0,0.6,18
32.4,0.0,48,4,23,1,10.0,3.5,0.65,22
28.9,5.8,94,4,10,1,12.0,6.0,0.5,7
24.7,0.0,73,1,12,1,10.0,3.5,0.65,23
25.9,0.0,72,3,16,1,8.0,3.5,0.563,6
24.6,3.2,30,6,7,1,15.0,7.0,0.533,22
30.9,0.0,72,4,12,1,5.0,1.5,0.7,14
23.6,0.0,39,1,6,1,8.0,2.0,0.75,8
27.8,0.0,76,2,20,1,20.0,7.0,0.65,11
19.6,0.0,52,1,13,1,25.0,8.0,0.68,26
20.7,3.9,32,6,14,1,20.0,7.0,0.65,29
23.7,0.0,69,0,16,0,5.0,1.5,0.7,78
23.5,0.0,85,5,11,1,12.0,6.0,0.5,44
17.7,0.0,78,6,12,1,12.0,5.0,0.583,21
22.3,8.6,54,1,7,1,12.0,5.0,0.583,13
33.2,6.6,95,5,14,1,10.0,3.5,0.65,59
19.8,1.6,79,6,8,1,15.0,7.0,0.533,5
32.3,0.0,71,3,22,1,8.0,2.0,0.75,1
27.1,9.7,34,3,14,1,12.0,5.0,0.583,24
35.6,0.0,69,6,13,1,8.0,3.5,0.563,32
28.1,18.7,40,2,23,1,50.0,25.0,0.5,10
26.9,4.6,84,3,22,1,7.0,3.0,0.571,20
24.9,7.4,52,2,14,1,12.0,6.0,0.5,13
21.1,0.0,94,2,8,1,12.0,6.0,0.5,12
29.8,15.7,34,0,9,1,10.0,3.5,0.65,10
22.7,0.0,65,2,14,1,10.0,3.5,0.65,21
28.9,0.0,31,6,23,1,8.0,3.5,0.563,36
21.5,6.9,95,3,6,1,8.0,2.0,0.75,18
34.9,0.0,96,1,12,1,8.0,2.0,0.75,22
32.4,14.5,54,2,8,1,15.0,7.0,0.533,15
24.6,0.0,47,3,23,1,50.0,25.0,0.5,9
22.0,0.0,75,0,21,1,15.0,7.0,0.533,49
24.6,0.0,98,6,18,1,20.0,7.0,0.65,13
28.5,11.4,72,1,10,1,7.0,3.0,0.571,55
33.4,0.0,56,4,18,1,15.0,7.0,0.533,41
27.3,0.0,87,3,9,1,50.0,25.0,0.5,21
17.1,2.1,92,1,7,1,5.0,1.5,0.7,16
19.6,0.0,97,2,12,1,25.0,8.0,0.68,7
16.3,10.4,44,2,19,1,4.0,1.2,0.7,12
24.6,14.9,56,6,12,1,5.0,2.0,0.6,7
33.8,13.3,94,4,15,1,7.0,3.0,0.571,43
25.6,0.0,81,0,10,1,12.0,5.0,0.583,32
27.1,0.0,35,3,20,1,15.0,7.0,0.533,31
21.6,0.0,52,2,15,1,12.0,5.0,0.583,21
19.1,0.0,53,5,19,1,50.0,25.0,0.5,42
17.2,14.0,98,1,11,1,12.0,5.0,0.583,23
36.1,0.0,82,5,12,1,7.0,3.0,0.571,52
17.8,7.4,71,0,22,0,8.0,2.0,0.75,9
18.8,4.1,89,3,6,1,50.0,25.0,0.5,15
32.2,17.1,47,0,6,1,50.0,25.0,0.5,20
32.2,0.0,61,3,8,1,20.0,7.0,0.65,11
18.2,16.4,52,1,6,1,12.0,5.0,0.583,14
27.3,0.0,31,1,8,1,7.0,3.0,0.571,34
18.5,7.2,98,5,7,1,5.0,1.5,0.7,35
31.0,16.7,69,4,9,0,8.0,3.5,0.563,15
28.8,0.0,61,6,18,1,12.0,6.0,0.5,64
19.6,0.0,73,3,6,1,20.0,7.0,0.65,16
30.4,0.0,35,0,11,1,8.0,3.5,0.563,44
17.5,6.5,99,5,12,1,50.0,25.0,0.5,11
17.8,4.3,70,2,11,1,50.0,25.0,0.5,1
19.9,4.4,77,6,14,1,25.0,8.0,0.68,22
35.4,0.0,43,2,21,1,25.0,8.0,0.68,20
33.2,18.4,71,1,14,1,12.0,5.0,0.583,16
23.9,0.0,70,5,10,0,5.0,1.5,0.7,28
16.6,0.4,59,3,18,1,5.0,1.5,0.7,32
31.2,0.3,84,4,9,1,10.0,3.5,0.65,21
29.3,0.0,55,1,17,1,8.0,2.0,0.75,42
19.7,0.8,72,4,20,1,5.0,2.0,0.6,60
22.3,15.7,66,4,19,1,5.0,2.0,0.6,48
20.3,0.0,99,2,16,1,8.0,2.0,0.75,6
37.7,0.0,78,5,13,0,25.0,8.0,0.68,27
19.2,12.6,54,6,21,1,10.0,3.5,0.65,4
37.8,0.0,100,1,8,1,25.0,8.0,0.68,5
20.4,0.0,55,3,20,1,8.0,2.0,0.75,27
19.1,5.0,55,4,20,1,8.0,3.5,0.563,43
16.8,19.5,84,3,11,1,7.0,3.0,0.571,32
31.9,15.2,84,3,6,0,10.0,3.5,0.65,40
28.7,3.1,69,1,14,1,4.0,1.2,0.7,24
23.6,12.1,55,2,10,1,12.0,6.0,0.5,10
15.1,0.0,83,5,17,1,5.0,2.0,0.6,30
23.6,0.0,34,2,8,1,50.0,25.0,0.5,12
36.4,3.2,74,3,14,0,4.0,1.2,0.7,38
26.2,0.0,84,2,7,1,10.0,3.5,0.65,33
20.6,0.0,33,6,17,1,12.0,5.0,0.583,17
29.8,0.0,48,4,20,1,12.0,5.0,0.583,36
28.8,0.0,41,6,11,1,7.0,3.0,0.571,3
36.1,0.0,54,5,8,1,5.0,1.5,0.7,13
34.1,0.0,98,5,15,1,50.0,25.0,0.5,44
28.5,14.7,74,5,8,0,5.0,1.5,0.7,5
32.2,18.6,51,5,15,1,5.0,2.0,0.6,7
17.2,0.0,66,5,19,0,12.0,6.0,0.5,49
18.9,7.5,94,1,12,1,12.0,5.0,0.583,31
28.0,4.3,54,0,11,1,4.0,1.2,0.7,32
25.1,18.3,40,6,11,1,7.0,3.0,0.571,4
21.4,0.0,42,0,13,1,50.0,25.0,0.5,30
21.1,0.0,96,5,7,1,25.0,8.0,0.68,8
23.6,0.0,90,6,14,1,8.0,2.0,0.75,66
28.9,6.7,76,2,16,1,8.0,2.0,0.75,49
23.7,1.1,30,6,16,1,5.0,1.5,0.7,54
24.2,0.0,65,0,9,1,12.0,6.0,0.5,7
23.5,0.0,54,5,21,1,12.0,5.0,0.583,11
37.0,0.0,71,0,17,1,25.0,8.0,0.68,39
20.4,9.7,90,4,8,1,5.0,1.5,0.7,22
35.8,0.0,48,3,15,1,5.0,1.5,0.7,23
33.1,14.3,68,1,21,1,10.0,3.5,0.65,54
37.7,9.3,60,0,21,1,5.0,1.5,0.7,16
18.9,0.0,33,5,8,1,8.0,3.5,0.563,16
35.8,15.3,45,5,14,1,5.0,2.0,0.6,35
36.2,0.0,72,5,21,1,5.0,1.5,0.7,19
32.6,12.0,78,2,18,1,8.0,3.5,0.563,44
33.1,0.0,44,6,13,1,5.0,1.5,0.7,5
17.6,0.0,44,5,12,1,7.0,3.0,0.571,56
17.9,6.3,98,4,6,1,15.0,7.0,0.533,18
37.5,6.4,58,6,10,1,8.0,3.5,0.563,41
15.2,17.0,93,1,15,1,4.0,1.2,0.7,41
18.4,5.7,69,5,7,1,5.0,1.5,0.7,27
17.8,0.0,57,4,21,1,10.0,3.5,0.65,12
31.2,7.5,56,2,10,0,12.0,6.0,0.5,0
31.1,0.0,80,6,11,1,12.0,5.0,0.583,57
36.0,0.0,84,0,23,1,7.0,3.0,0.571,12
37.8,15.2,66,0,22,1,5.0,1.5,0.7,33
31.1,0.0,36,3,9,1,12.0,5.0,0.583,7
25.5,3.3,48,3,21,1,12.0,5.0,0.583,13
33.5,0.0,43,5,6,1,8.0,3.5,0.563,26
23.7,0.0,42,5,11,1,5.0,1.5,0.7,73
19.1,1.0,49,5,16,1,20.0,7.0,0.65,27
24.3,0.0,68,0,13,1,5.0,1.5,0.7,12
37.0,13.1,78,6,8,1,12.0,5.0,0.583,2
30.0,0.0,45,0,9,1,7.0,3.0,0.571,21
30.4,0.0,91,1,6,1,12.0,6.0,0.5,0
32.1,0.0,85,4,11,0,7.0,3.0,0.571,23
17.9,6.5,32,6,23,1,7.0,3.0,0.571,14
33.8,15.7,98,3,8,1,50.0,25.0,0.5,15
17.9,0.0,53,1,9,0,12.0,5.0,0.583,5
25.3,6.3,41,1,12,1,25.0,8.0,0.68,43
34.6,0.7,99,4,15,1,10.0,3.5,0.65,28
37.5,13.2,96,2,7,1,5.0,2.0,0.6,67
30.2,8.9,75,3,16,1,8.0,2.0,0.75,37
26.7,13.8,54,6,7,1,15.0,7.0,0.533,19
34.7,4.3,75,4,23,1,5.0,2.0,0.6,12
31.8,0.0,78,0,23,1,7.0,3.0,0.571,9
24.2,0.0,48,2,19,1,5.0,1.5,0.7,45
16.6,0.0,95,2,12,1,10.0,3.5,0.65,30
24.7,0.0,61,2,19,1,15.0,7.0,0.533,21
17.9,2.2,41,3,8,1,4.0,1.2,0.7,18
32.9,2.9,78,1,14,0,20.0,7.0,0.65,12
36.9,15.7,69,1,22,1,8.0,3.5,0.563,21
17.2,7.0,42,6,15,1,15.0,7.0,0.533,17
22.3,0.0,98,3,11,0,25.0,8.0,0.68,18
35.3,8.1,95,1,14,1,10.0,3.5,0.65,4
30.1,0.0,77,3,14,1,12.0,5.0,0.583,7
30.6,0.0,75,5,20,1,12.0,5.0,0.583,6
26.6,5.5,41,4,13,1,8.0,2.0,0.75,13
32.7,16.9,41,0,8,1,7.0,3.0,0.571,27
16.3,14.9,84,3,6,1,5.0,2.0,0.6,40
36.4,2.7,81,4,23,1,5.0,1.5,0.7,17
19.4,16.6,74,5,19,1,25.0,8.0,0.68,43
30.2,0.0,51,5,7,1,8.0,3.5,0.563,16
35.8,3.5,36,6,10,1,5.0,1.5,0.7,19
23.7,7.5,45,2,13,1,50.0,25.0,0.5,42
26.1,5.3,69,5,18,1,7.0,3.0,0.571,11
34.0,0.7,30,4,21,1,5.0,1.5,0.7,0
22.6,7.1,31,2,11,1,15.0,7.0,0.533,13
26.3,1.7,92,1,19,1,4.0,1.2,0.7,11
32.7,0.0,68,1,21,1,25.0,8.0,0.68,5
35.5,10.7,86,0,20,1,20.0,7.0,0.65,13
23.1,0.0,55,0,17,1,5.0,2.0,0.6,45
21.6,0.0,34,3,19,1,4.0,1.2,0.7,33
19.6,0.0,92,5,14,1,5.0,2.0,0.6,5
33.4,14.3,79,6,18,1,10.0,3.5,0.65,43
37.0,0.0,94,0,10,0,5.0,2.0,0.6,6
20.4,0.0,31,6,16,1,25.0,8.0,0.68,26
21.7,9.7,95,3,13,0,50.0,25.0,0.5,27
21.5,0.0,61,6,14,1,5.0,2.0,0.6,48
19.6,14.1,54,0,22,0,5.0,1.5,0.7,24
29.6,0.0,65,0,10,1,15.0,7.0,0.533,3
24.8,0.0,78,1,8,1,8.0,3.5,0.563,23
22.0,12.7,37,1,16,1,50.0,25.0,0.5,20
29.8,6.1,83,2,14,1,10.0,3.5,0.65,51
35.6,3.6,90,0,16,1,8.0,3.5,0.563,7
17.3,3.7,42,2,16,1,7.0,3.0,0.571,21
30.7,0.0,76,6,10,0,5.0,1.5,0.7,24
27.2,7.4,41,2,12,1,12.0,5.0,0.583,28
29.5,0.0,54,0,7,1,4.0,1.2,0.7,36
25.3,0.0,68,0,23,1,8.0,3.5,0.563,6
37.8,4.0,83,1,7,1,12.0,5.0,0.583,17
20.8,0.0,76,6,23,0,10.0,3.5,0.65,25
31.5,0.0,94,0,21,1,12.0,6.0,0.5,24
18.8,0.0,37,5,10,1,8.0,2.0,0.75,16
19.4,0.0,39,3,23,1,8.0,2.0,0.75,7
32.3,7.7,56,3,18,0,5.0,2.0,0.6,46
18.7,0.0,95,4,6,1,5.0,2.0,0.6,46
31.3,10.5,64,6,13,1,12.0,6.0,0.5,14
18.9,0.0,48,4,13,1,10.0,3.5,0.65,11
21.2,0.0,56,0,13,0,7.0,3.0,0.571,40
15.0,0.0,100,5,17,1,10.0,3.5,0.65,10
18.1,0.0,31,2,16,1,7.0,3.0,0.571,49
31.8,0.0,98,1,14,1,20.0,7.0,0.65,25
17.4,14.9,100,5,14,1,5.0,1.5,0.7,31
20.1,5.4,59,5,18,1,8.0,3.5,0.563,20
25.0,0.0,88,3,8,1,12.0,5.0,0.583,25
19.3,0.0,32,5,11,1,5.0,2.0,0.6,33
35.4,0.0,39,5,12,1,7.0,3.0,0.571,17
25.5,0.0,47,3,9,1,50.0,25.0,0.5,36
28.9,0.0,31,3,6,1,12.0,5.0,0.583,10
36.5,0.0,31,1,8,1,8.0,2.0,0.75,7
37.0,0.0,40,4,16,1,8.0,2.0,0.75,61
26.0,0.0,91,3,11,1,8.0,3.5,0.563,23
16.3,0.0,35,2,23,1,5.0,2.0,0.6,12
21.8,10.2,33,1,6,1,4.0,1.2,0.7,33
23.9,7.1,44,1,18,1,8.0,3.5,0.563,45
37.8,0.0,72,0,15,1,12.0,6.0,0.5,13
36.2,18.4,97,4,10,1,4.0,1.2,0.7,14
19.2,8.5,66,5,15,1,20.0,7.0,0.65,34
21.2,0.0,39,5,17,1,20.0,7.0,0.65,55
34.8,0.0,79,6,10,1,8.0,2.0,0.75,19
33.3,0.0,84,6,8,1,12.0,6.0,0.5,8
18.3,6.5,93,1,18,1,12.0,5.0,0.583,15
30.9,8.3,61,5,16,0,50.0,25.0,0.5,20
27.6,10.8,79,4,23,1,50.0,25.0,0.5,40
31.4,10.5,60,5,13,0,4.0,1.2,0.7,39
19.7,0.0,47,2,23,1,20.0,7.0,0.65,32
36.0,0.0,48,6,10,1,4.0,1.2,0.7,30
20.6,16.6,48,5,10,1,10.0,3.5,0.65,14
15.6,0.0,39,2,7,1,50.0,25.0,0.5,22
35.0,0.6,31,1,8,1,12.0,6.0,0.5,0
18.4,3.6,68,1,22,1,15.0,7.0,0.533,22
31.6,8.9,49,5,6,1,12.0,6.0,0.5,5
15.7,0.0,80,1,22,0,25.0,8.0,0.68,5
36.8,0.0,94,4,14,1,50.0,25.0,0.5,44
20.2,0.0,46,2,8,1,7.0,3.0,0.571,25
24.2,0.0,39,1,18,1,12.0,5.0,0.583,13
26.0,13.1,77,6,18,1,12.0,5.0,0.583,4
19.5,2.2,66,2,16,1,5.0,1.5,0.7,11
17.4,4.2,55,6,15,1,5.0,2.0,0.6,0
20.5,0.0,91,4,7,1,5.0,1.5,0.7,24
22.2,0.0,80,0,17,1,25.0,8.0,0.68,36
22.2,0.0,42,5,17,1,10.0,3.5,0.65,40
35.6,10.1,78,6,10,1,20.0,7.0,0.65,9
35.0,0.7,41,1,20,1,12.0,6.0,0.5,13
35.3,0.0,50,5,10,0,12.0,5.0,0.583,50
37.8,12.2,46,6,16,1,10.0,3.5,0.65,36
23.3,17.1,39,0,18,1,20.0,7.0,0.65,10
29.4,10.0,69,0,10,0,5.0,2.0,0.6,19
26.5,0.0,50,2,11,1,10.0,3.5,0.65,36
28.3,7.1,90,1,20,1,4.0,1.2,0.7,10
30.0,2.8,66,4,21,1,7.0,3.0,0.571,2
34.7,18.3,70,3,17,1,50.0,25.0,0.5,39
30.7,0.0,35,3,14,1,20.0,7.0,0.65,50
16.3,0.0,43,1,23,0,15.0,7.0,0.533,5
18.6,8.0,41,1,18,1,7.0,3.0,0.571,21
25.8,10.7,43,0,8,1,20.0,7.0,0.65,8
19.6,6.6,90,2,21,1,50.0,25.0,0.5,20
25.5,10.9,34,1,12,1,4.0,1.2,0.7,30
16.4,16.2,57,3,21,0,15.0,7.0,0.533,2
24.7,0.0,38,5,11,1,25.0,8.0,0.68,0
16.9,17.5,63,6,19,1,7.0,3.0,0.571,18
17.1,0.0,74,2,15,1,5.0,2.0,0.6,0
25.9,13.8,79,5,19,1,50.0,25.0,0.5,30
33.0,11.9,70,5,10,1,25.0,8.0,0.68,13
35.6,0.0,82,3,16,1,25.0,8.0,0.68,1
31.6,19.8,42,5,20,1,7.0,3.0,0.571,30
32.2,0.0,78,3,23,1,25.0,8.0,0.68,23
19.8,3.8,76,4,6,1,8.0,3.5,0.563,7
35.6,10.0,88,5,21,1,25.0,8.0,0.68,20
23.1,16.6,52,4,16,1,50.0,25.0,0.5,16
23.6,11.1,85,4,19,1,12.0,6.0,0.5,23
31.1,18.8,32,0,9,1,5.0,1.5,0.7,0
17.4,15.0,94,4,9,1,15.0,7.0,0.533,17
30.4,0.0,100,1,13,1,15.0,7.0,0.533,38
19.5,0.0,89,0,17,1,50.0,25.0,0.5,72
31.2,0.0,58,3,6,1,50.0,25.0,0.5,23
21.2,13.2,30,6,19,1,10.0,3.5,0.65,29
15.4,0.0,96,6,17,1,50.0,25.0,0.5,67
22.3,3.4,80,3,13,1,12.0,5.0,0.583,28
29.8,16.6,79,4,19,0,8.0,3.5,0.563,7
24.3,0.0,42,4,11,1,12.0,5.0,0.583,40
26.6,0.0,63,4,18,1,12.0,5.0,0.583,39
36.8,0.0,31,0,8,1,10.0,3.5,0.65,2
18.5,12.4,46,0,18,1,5.0,1.5,0.7,2
29.5,0.0,58,1,13,1,12.0,6.0,0.5,14
27.3,0.0,36,5,18,1,7.0,3.0,0.571,31
36.5,0.0,45,0,9,1,7.0,3.0,0.571,11
21.5,0.0,76,0,8,1,4.0,1.2,0.7,34
17.3,15.9,39,0,21,1,8.0,3.5,0.563,29
24.7,0.0,53,5,20,1,8.0,3.5,0.563,16
35.8,0.0,73,4,7,1,7.0,3.0,0.571,19
37.9,12.0,45,1,22,1,20.0,7.0,0.65,15
15.7,0.5,76,6,10,1,8.0,3.5,0.563,24
15.7,0.0,46,1,8,1,4.0,1.2,0.7,39
26.1,19.1,89,5,23,1,7.0,3.0,0.571,14
25.0,18.9,65,2,11,1,12.0,5.0,0.583,25
28.4,0.0,56,4,15,0,50.0,25.0,0.5,16
25.0,8.9,43,5,14,1,12.0,5.0,0.583,10
24.9,11.3,34,5,8,1,15.0,7.0,0.533,13
28.5,5.9,44,4,17,1,10.0,3.5,0.65,40
24.9,3.7,77,0,12,1,5.0,2.0,0.6,41
17.8,6.4,71,5,16,1,5.0,2.0,0.6,15
16.5,5.7,65,4,12,1,8.0,3.5,0.563,6
36.8,16.1,85,0,19,1,12.0,5.0,0.583,19
19.6,1.0,83,3,7,1,20.0,7.0,0.65,20
25.4,0.0,32,2,18,1,4.0,1.2,0.7,25
29.8,0.0,81,0,20,1,7.0,3.0,0.571,18
